EDC3_gas_a (yr),CO2_NP (ppmv),year,CO2_IPCC (ppmv),temp_NOAA,temp_Jouzel_C,temp_Jouzel_C_adj,SeaLev_longPC1
,,-312101,251.6,,,,
,,-312886,256.7,,,,
,,-313707,257.1,,,,
,,-314500,246.8,,,,
,,-315199,272.6,,,,
,,-315982,251.6,,,,
,,-316902,245.2,,,,
,,-317879,233.4,,,,
,,-318966,255.8,,,,
,,-319867,249.2,,,,
,,-321433,257.2,,,,
,,-322216,260.4,,,,
,,-323057,260.3,,,,
,,-323873,260.5,,,,
,,-324641,266.2,,,,
,,-325485,264.0,,,,
,,-326136,266.1,,,,
,,-326820,270.1,,,,
,,-327464,271.9,,,,
,,-328103,275.1,,,,
,,-329343,265.0,,,,
,,-330194,271.7,,,,
,,-330848,272.6,,,,
,,-331550,273.1,,,,
,,-332047,282.4,,,,
,,-332399,289.1,,,,
,,-332593,288.4,,,,
,,-333152,298.6,,,,
,,-333757,278.1,,,,
,,-334427,285.8,,,,
,,-334917,278.6,,,,
,,-335566,270.5,,,,
,,-336263,255.7,,,,
,,-337041,241.9,,,,
,,-338033,239.6,,,,
,,-338785,234.2,,,,
,,-340841,250.1,,,,
,,-341973,200.7,,,,
,,-343050,205.2,-8.53,,,
,,-344370,204.8,,,,
,,-345594,211.9,,,,
,,-347189,220.3,,,,
,,-349726,221.1,,,,
,,-351224,216.2,,,,
,,-352462,209.4,,,,
,,-353867,209.2,,,,
,,-357060,193.0,,,,
,,-358733,186.1,,,,
,,-360617,185.8,,,,
,,-363240,201.2,,,,
,,-366115,206.3,,,,
,,-369435,201.9,,,,
,,-371507,199.9,,,,
,,-373254,214.7,,,,
,,-375084,224.6,,,,
,,-376810,229.6,,,,
,,-380981,227.0,,,,
,,-382607,240.0,,,,
,,-384333,239.1,,,,
,,-385874,246.8,,,,
,,-387460,245.8,,,,
,,-390337,258.1,,,,
,,-391027,259.5,,,,
,,-392053,273.6,,,,
,,-392956,260.7,,,,
,,-396325,276.3,,,,
,,-397976,277.1,,,,
,,-398760,283.2,,,,
,,-400190,283.1,,,,
,,-400909,275.7,,,,
,,-402363,276.5,,,,
,,-403112,280.5,,,,
,,-404592,279.6,,,,
,,-405332,285.6,,,,
,,-406868,284.5,,,,
,,-407648,274.7,,,,
,,-408503,282.6,,,,
,,-409397,283.5,,,,
,,-411308,274.9,,,,
,,-412260,264.9,,,,
,,-413229,271.6,,,,
,,-413995,276.4,,,,
,,-414475,271.7,,,,
,,-415490,273.4,,,,
,,-416006,271.8,,,,
,,-416555,274.6,,,,
,,-417625,273.7,,,,
,,-418183,271.2,,,,
,,-418751,273.8,,,,
,,-419962,268.6,,,,
,,-420582,266.4,,,,
,,-421275,270.6,,,,
,,-422557,267.7,,,,
,,-423182,268.3,,,,
,,-423790,270.8,,,,
,,-424287,270.0,,,,
,,-424671,265.4,,,,
,,-425204,255.3,,,,
,,-425991,252.1,,,,
,,-426890,248.2,,,,
,,-427228,242.5,,,,
,,-429073,219.7,,,,
,,-430229,227.2,,,,
,,-431900,211.5,,,,
,,-432429,207.6,,,,
,,-433989,209.8,,,,
,,-435535,207.5,,,,
,,-437113,200.3,,,,
,,-438709,201.7,,,,
,,-440280,201.3,,,,
,,-441894,202.0,,,,
,,-443381,199.1,,,,
,,-445269,201.1,,,,
,,-446509,203.5,,,,
,,-447621,208.1,,,,
,,-448692,201.7,,,,
,,-449797,201.2,,,,
,,-450785,204.9,,,,
,,-451825,201.9,,,,
,,-452914,198.4,,,,
,,-454051,193.3,,,,
,,-455164,192.5,,,,
,,-455795,199.1,,,,
,,-456258,204.3,,,,
,,-456844,203.3,,,,
,,-457261,208.3,,,,
,,-458302,202.4,,,,
,,-459336,195.5,,,,
,,-460464,190.7,,,,
,,-461576,194.4,,,,
,,-462649,199.9,,,,
,,-463315,205.2,,,,
,,-463651,210.0,,,,
,,-464682,208.1,,,,
,,-465756,204.4,,,,
,,-466927,203.4,,,,
,,-468090,205.5,,,,
,,-468775,206.5,,,,
,,-469250,215.5,,,,
,,-469874,218.7,,,,
,,-470313,229.2,,,,
,,-470913,232.7,,,,
,,-471267,243.7,,,,
,,-471850,243.9,,,,
,,-472142,245.6,,,,
,,-473024,241.2,,,,
,,-473975,233.1,,,,
,,-474999,232.8,,,,
,,-475991,236.6,,,,
,,-476942,239.1,,,,
,,-477452,236.5,,,,
,,-477825,231.3,,,,
,,-478378,220.8,,,,
,,-478776,218.8,,,,
,,-479712,223.8,,,,
,,-480630,223.4,,,,
,,-481445,227.3,,,,
,,-482229,231.4,,,,
,,-482986,231.4,,,,
,,-483717,231.2,,,,
,,-484448,233.0,,,,
,,-485179,232.9,,,,
,,-485898,231.3,,,,
,,-486615,237.1,,,,
,,-487352,242.0,,,,
,,-487769,240.9,,,,
,,-488076,252.8,,,,
,,-488544,249.3,,,,
,,-488783,242.6,,,,
,,-489501,243.3,,,,
,,-490204,246.7,,,,
,,-490913,243.7,,,,
,,-491643,239.7,,,,
,,-492350,239.1,,,,
,,-493074,238.3,,,,
,,-493775,238.5,,,,
,,-494494,237.6,,,,
,,-495237,236.4,,,,
,,-496015,236.5,,,,
,,-496787,232.8,,,,
,,-497576,230.6,,,,
,,-498354,230.8,,,,
,,-499133,228.2,,,,
,,-499911,230.8,,,,
,,-500687,231.2,,,,
,,-501468,232.0,,,,
,,-502227,232.2,,,,
,,-502961,234.1,,,,
,,-503734,233.9,,,,
,,-504533,235.5,,,,
,,-505362,236.0,,,,
,,-506167,238.2,,,,
,,-506990,237.0,,,,
,,-507834,240.3,,,,
,,-508702,233.4,,,,
,,-509562,236.4,,,,
,,-510413,235.2,,,,
,,-511254,242.0,,,,
,,-512083,238.2,,,,
,,-512897,239.2,,,,
,,-513700,241.5,,,,
,,-514470,243.0,,,,
,,-515204,247.2,,,,
,,-515926,246.2,,,,
,,-516650,245.5,,,,
,,-517379,245.3,,,,
,,-518123,247.7,,,,
,,-518871,245.5,,,,
,,-519624,243.5,,,,
,,-521851,241.9,,,,
,,-522620,236.8,,,,
,,-523387,235.8,,,,
,,-524156,233.7,,,,
,,-524945,230.3,,,,
,,-525748,227.8,,,,
,,-526566,224.7,,,,
,,-527453,222.7,,,,
,,-528340,221.2,,,,
,,-529251,220.3,,,,
,,-530128,220.7,,,,
,,-530642,214.5,,,,
,,-531037,211.4,,,,
,,-531604,204.4,,,,
,,-531982,200.0,,,,
,,-532718,195.1,,,,
,,-533093,193.8,,,,
,,-533745,190.5,,,,
,,-534228,199.8,,,,
,,-535384,199.4,,,,
,,-536490,205.0,,,,
,,-537563,206.4,,,,
,,-538633,212.9,,,,
,,-539703,211.2,,,,
,,-540790,205.0,,,,
,,-541894,203.6,,,,
,,-542935,208.1,,,,
,,-543914,210.3,,,,
,,-544880,209.6,,,,
,,-545856,209.7,,,,
,,-546820,204.6,,,,
,,-547770,202.5,,,,
,,-548280,208.8,,,,
,,-548632,213.6,,,,
,,-549431,215.2,,,,
,,-550161,219.9,,,,
,,-550731,221.7,,,,
,,-551070,222.3,,,,
,,-551295,226.3,,,,
,,-551669,222.1,,,,
,,-551858,220.3,,,,
,,-552529,223.6,,,,
,,-553208,224.3,,,,
,,-553892,226.7,,,,
,,-554457,233.9,,,,
,,-554973,241.0,,-58.349999999999966,-3.349999999999966,
,,-555248,243.0,,,,
,,-555707,244.0,,,,
,,-555888,250.5,,,,
,,-556204,245.6,,,,
,,-556356,240.4,,,,
,,-556827,238.1,,,,
,,-557366,234.5,,,,
,,-557686,229.7,,,,
,,-557922,230.2,,,,
,,-558486,230.3,,,,
,,-559015,228.3,,,,
,,-559500,231.6,,,,
,,-559938,231.9,,,,
,,-560360,234.6,,,,
,,-560705,234.1,,,,
,,-561184,240.1,,,,
,,-561585,242.3,,,,
,,-561977,245.7,,,,
,,-562360,245.8,,,,
,,-562774,247.6,,,,
,,-563184,251.4,,,,
,,-563588,252.4,,,,
,,-563945,252.6,,,,
,,-564295,251.4,,,,
,,-564638,253.7,,,,
,,-564968,254.3,,,,
,,-565289,253.9,,,,
,,-565598,254.5,,,,
,,-565934,253.2,,,,
,,-566254,253.9,,,,
,,-566584,252.8,,,,
,,-566980,253.0,,,,
,,-567364,250.2,,,,
,,-567733,251.3,,,,
,,-568117,250.0,,,,
,,-568513,251.3,,,,
,,-568912,251.8,,,,
,,-569311,251.8,,,,
,,-569683,249.6,,,,
,,-570024,251.6,,,,
,,-570365,250.3009961681342,,,,
,,-570719,246.30955184938028,,,,
,,-571103,247.65697248974385,,,,
,,-571525,249.18618138857704,,,,
,,-571963,248.72078039844754,,,,
,,-572414,251.7666008144979,,,,
,,-572856,251.86150476654132,,,,
,,-573283,252.08002667419618,,,,
,,-573704,248.8639219697805,-1.42,,,
,,-574162,252.543697553062,,,,
,,-574649,252.8973536409592,,,,
,,-575165,251.2965766771463,,,,
,,-575703,251.34172534675196,,,,
,,-576246,251.0792763522184,,,,
,,-576792,249.0568689785398,,,,
,,-577330,252.92340485161623,,,,
,,-577883,251.47302309267096,,,,
,,-578260,244.13978325747763,,,,
,,-578451,243.8071398156684,,,,
,,-578864,236.17021956160747,,,,
,,-579168,230.2553890769855,,,,
,,-579596,225.2070402346668,,,,
,,-579978,219.41265806017452,,,,
,,-580504,215.44586651227405,,,,
,,-580886,209.88341782048894,,,,
,,-581624,206.68125254107684,,,,
,,-582008,210.63901783350494,,,,
,,-584770,223.95763277250387,,,,
,,-585221,225.9929310765137,,,,
,,-585938,234.40092907192803,,,,
,,-586329,238.78411585346242,,,,
,,-586990,246.34602904387208,,,,
,,-587475,250.20456464222792,,,,
,,-588090,248.10464236577934,,,,
,,-588538,243.5553025827732,,,,
,,-589069,237.37751240309967,,,,
,,-590433,225.67880356583396,,,,
,,-590835,229.38667009211042,,,,
,,-591611,233.1632188953882,,,,
,,-592096,238.1475936125431,,,,
,,-592913,237.97721461986356,,,,
,,-593486,232.91795566697328,,,,
,,-594271,221.21724287329997,,,,
,,-594841,216.4410115698623,,,,
,,-595853,216.27309709713364,,,,
,,-596379,219.02228033882918,,,,
,,-597268,225.97166266475014,,,,
,,-597864,229.38148051861887,,,,
,,-599305,232.45478922791705,,,,
,,-600650,237.8582812314746,,,,
,,-601999,239.14012591458967,,,,
,,-603353,244.53225161700482,,,,
,,-604675,248.4801850050678,,,,
,,-606029,254.57832546938147,,,,
,,-607297,259.22379791893974,,,,
,,-608479,257.74486774223317,,,,
,,-609601,257.8151013837554,,,,
,,-609650,259.6847091794925,,,,
,,-610811,258.13797445364014,,,,
,,-611992,256.193578648728,,,,
,,-613190,252.74797477389262,,,,
,,-614349,252.8982584181087,,,,
,,-614406,252.729800513971,,,,
,,-615659,252.63944486217684,,,,
,,-617003,248.28893339724928,,,,
,,-618333,245.88658787248076,,,,
,,-619701,243.53068358638558,,,,
,,-621000,243.88545246756433,,,,
,,-621104,239.19230883467588,-2.84,,,
,,-622546,237.92850701362374,,,,
,,-623447,235.02330647237795,,,,
,,-624097,228.51222535135372,,,,
,,-625019,215.70968264504967,,,,
,,-625880,205.76310728563763,,,,
,,-627189,199.52416462021898,,,,
,,-627819,205.26582182975858,,,,
,,-627916,200.77734554085592,,,,
,,-629576,200.45706932834122,,,,
,,-630406,196.49917279673912,,,,
,,-632127,193.09789993536265,,,,
,,-632931,195.94989153226658,,,,
,,-633059,194.85936588137295,,,,
,,-634571,194.00258992033588,,,,
,,-635764,195.33150117951013,,,,
,,-637468,188.8477364074226,,,,
,,-638422,190.1777336005101,,,,
,,-640124,191.38425695346518,,,,
,,-640906,191.5605717991007,,,,
,,-642350,195.3061298127235,,,,
,,-643200,195.82042744328479,,,,
,,-644426,189.88548096825593,,,,
,,-645304,191.8480609628653,,,,
,,-646662,193.47659870780961,,,,
,,-647241,196.17149410495196,,,,
,,-648398,189.2501799432969,,,,
,,-648997,193.44315462070247,,,,
,,-650154,187.2748940558699,,,,
,,-650758,186.7937683040444,,,,
,,-651780,192.8691774329536,,,,
,,-652488,194.81602929906575,,,,
,,-653574,199.99595342018023,,,,
,,-654182,200.35242454933484,,,,
,,-655231,192.9341212467433,,,,
,,-655704,189.23340881737832,,,,
,,-655771,190.8769405532136,,,,
,,-656814,184.098136363561,,,,
,,-657343,187.3800806732598,,,,
,,-657461,185.6837857761792,,,,
,,-658513,188.43427447380085,,,,
,,-659168,193.9700304568731,,,,
,,-659265,191.59170346951032,,,,
,,-660332,189.69058418048212,,,,
,,-660846,193.90821704355406,,,,
,,-660927,190.86103041769672,,,,
,,-661987,191.02249326390395,,,,
,,-662370,192.55321359717547,,,,
,,-662458,187.76703230989094,,,,
,,-663371,180.16659707392193,,,,
,,-663886,180.53768178380184,,,,
,,-664803,174.76867941399888,,,,
,,-665459,173.71362014216885,,,,
,,-666465,177.7146610306198,,,,
,,-666965,180.6705433303129,,,,
,,-667869,187.6555369926176,,,,
,,-668346,191.5141318512642,,,,
,,-669120,194.87837297832084,,,,
,,-669507,196.8275423165405,,,,
,,-670200,194.789560383579,,,,
,,-670811,197.12915219406037,,,,
,,-671746,201.1220985980582,,,,
,,-672279,204.66974564632602,,,,
,,-673078,211.69145610328425,,,,
,,-673456,216.1224817958984,,,,
,,-674580,222.57485445876674,,,,
,,-675202,219.96238463739664,,,,
,,-675650,216.59070226826563,,,,
,,-676378,218.20973466460342,,,,
,,-676791,220.08623711545596,,,,
,,-677505,229.16045804591084,,,,
,,-677785,232.70102424711226,,,,
,,-678362,233.61111358821643,,,,
,,-678677,233.1080061479115,,,,
,,-679275,225.80855816583323,,,,
,,-679719,227.89516025735253,,,,
,,-680393,221.30626385386472,,,,
,,-680790,219.1411841639893,,,,
,,-681507,220.23521867492758,,,,
,,-681878,222.6967127552533,,,,
,,-682473,225.64160209672895,,,,
,,-682808,224.3560776723839,,,,
,,-683344,221.82035466276145,,,,
,,-683729,220.62261407272987,,,,
,,-684319,220.6316642042182,,,,
,,-684631,222.61792578852743,,,,
,,-685204,222.7044405108711,,,,
,,-685495,222.96501296914875,,,,
,,-686050,226.72892608676472,,,,
,,-686350,227.65046207304692,,,,
,,-686859,227.6358560751815,,,,
,,-687207,230.66878933516546,,,,
,,-687743,232.0747771551575,,,,
,,-688001,232.26747586461005,,,,
,,-688524,235.8000553317824,,,,
,,-688786,236.4535724768809,,,,
,,-689271,239.2879301088554,,,,
,,-689517,238.41599878810229,,,,
,,-690017,239.37873479610943,,,,
,,-690368,243.5623167259663,,,,
,,-690882,239.2983940505077,,,,
,,-691127,238.47330442832686,,,,
,,-691624,243.6995486644999,,,,
,,-691871,237.75600797769894,,,,
,,-692330,239.34063326328518,,,,
,,-692586,240.45669225384142,,,,
,,-692999,239.31113174299168,,,,
,,-693309,239.79653384828728,,,,
,,-693782,236.79873479326412,,,,
,,-694031,238.73723027829791,,,,
,,-694484,238.0518499460627,,,,
,,-694694,238.13269799082363,,,,
,,-695140,239.4354918894625,,,,
,,-695392,238.41997928360914,,,,
,,-695796,239.884743914407,,,,
,,-696089,241.02991515817237,,,,
,,-696555,240.89904625193032,,,,
,,-696803,241.8320311598419,,,,
,,-697265,238.8636108455049,,,,
,,-697489,239.00952129629684,,,,
,,-697914,239.72641961823388,,,,
,,-698153,237.20611593740935,,,,
,,-698535,236.7173884297771,,,,
,,-698864,236.60700141533357,,,,
,,-699318,235.4215271002262,,,,
,,-699574,232.4560078431405,,,,
,,-700043,230.88479116742866,,,,
,,-700250,232.162121529527,,,,
,,-700784,232.1824465330735,,,,
,,-701059,230.58782898361125,,,,
,,-701518,233.35390620979757,,,,
,,-701846,232.28052064575172,,,,
,,-702300,232.82958847745473,,,,
,,-702631,233.54448715907165,,,,
,,-703103,234.04269676194465,,,,
,,-703293,235.09172492612444,,,,
,,-703776,237.18468030646915,,,,
,,-704103,237.66123151682797,,,,
,,-704542,236.05369135840695,,,,
,,-704760,236.04534030139132,,,,
,,-705360,238.84806965208156,,,,
,,-705693,233.50528810247422,,,,
,,-706249,233.5834734270881,,,,
,,-706463,233.11228487432953,,,,
,,-707009,234.83616059567032,,,,
,,-707503,231.43297127712552,,,,
,,-707959,230.50735989141307,,,,
,,-708506,227.03282273035802,,,,
,,-709033,224.9017352890244,,,,
,,-709449,225.38896913374532,,,,
,,-710071,224.12344691621362,,,,
,,-710293,224.00174372112798,,,,
,,-711362,223.8856925917568,,,,
,,-712115,227.63734055505353,,,,
,,-712453,227.08319713303533,,,,
,,-713165,223.14262795384457,,,,
,,-713615,227.5826981949172,,,,
,,-714360,213.59999290263295,,,,
,,-714635,210.50988746288758,,,,
,,-715398,198.42559568024177,,,,
,,-716005,189.87843381686548,,,,
,,-716828,193.46090298257135,,,,
,,-717337,200.8234844705578,,,,
,,-718137,212.030518626341,,,,
,,-718640,217.04269113163494,,,,
,,-719457,219.2003556861584,,,,
,,-719739,218.956944794401,,,,
,,-720555,216.09677010835378,,,,
,,-721044,212.108071771009,,,,
,,-721830,212.54540888381376,,,,
,,-722191,214.0125927948141,,,,
,,-723025,210.4806821716978,,,,
,,-723524,211.49197634968232,,,,
,,-724299,211.07599555762198,,,,
,,-724626,211.42656926315465,,,,
,,-725948,210.06750978548357,,,,
,,-726643,210.24197486380825,,,,
,,-727037,211.0778130948141,,,,
,,-727886,210.0149974521128,,,,
,,-728310,212.17164661528162,,,,
,,-728958,210.16351745201928,,,,
,,-729234,210.70237305797798,,,,
,,-729910,211.62321092369945,,,,
,,-730371,213.73187878271673,,,,
,,-731043,208.1143039021245,,,,
,,-731378,207.72075200492253,,,,
,,-732072,210.60174265873587,,,,
,,-732512,216.1485998526368,,,,
,,-733184,214.6624205315424,,,,
,,-733459,217.88283774216444,,,,
,,-734157,217.1944729687879,,,,
,,-734572,213.14402038614645,,,,
,,-735319,206.92018121563933,,,,
,,-735710,204.51910387695122,,,,
,,-736630,191.7441063146352,,,,
,,-737224,185.6096600660596,,,,
,,-738156,185.40236646163788,,,,
,,-738510,183.39253921478078,,,,
,,-739379,184.76708470912362,,,,
,,-739924,189.1426274551468,,,,
,,-740694,188.64664196412704,,,,
,,-741112,187.3271928405565,,,,
,,-742009,188.17959977716015,,,,
,,-742573,188.96881973948896,,,,
,,-743721,187.29232436787936,,,,
,,-744669,190.24154927677864,,,,
,,-745227,187.91988159174213,,,,
,,-745990,187.95228432826852,,,,
,,-746386,187.54375693792414,,,,
,,-747312,188.67887489361217,,,,
,,-747864,190.17483689562673,,,,
,,-748756,192.07592238803636,,,,
,,-749086,191.29603626015793,,,,
,,-750023,193.54717137122026,,,,
,,-750615,197.49572596202373,,,,
,,-751539,195.43388919380428,,,,
,,-751984,203.90279658442103,,,,
,,-753164,199.04605364141202,,,,
,,-753636,203.2996954570858,,,,
,,-754616,208.10367110123954,,,,
,,-754900,209.44507971285617,,,,
,,-755835,213.61139014973043,,,,
,,-756412,218.3519526756556,,,,
,,-757185,222.72008593220357,,,,
,,-757611,226.94301148021165,,,,
,,-757928,223.02365546155636,,,,
,,-758158,225.37366760867587,,,,
,,-758566,225.61582539678184,,,,
,,-758989,222.7085788690187,,,,
,,-759914,216.64080861985224,,,,
,,-760216,214.6940079861074,,,,
,,-761151,213.99980285899034,,,,
,,-761820,219.9481576823577,,,,
,,-762726,223.89295015434178,,,,
,,-763231,222.92608638468548,,,,
,,-763636,233.66090567198847,,,,
,,-763901,229.40748753827657,,,,
,,-764238,232.11545547204435,,,,
,,-764858,230.6229188352788,,,,
,,-765797,224.86466602091244,,,,
,,-766167,223.81796491327836,,,,
,,-767111,221.64093650394082,,,,
,,-767701,225.86635666622993,,,,
,,-768649,230.62690342109488,,,,
,,-769070,229.56423626852964,,,,
,,-769569,236.31890028889168,,,,
,,-769862,234.24054819146698,,,,
,,-770225,239.7120056138232,,,,
,,-770524,243.88525238228885,,,,
,,-770787,246.49456803753532,,,,
,,-771045,243.85475201990903,,,,
,,-771299,246.03058180018394,,,,
,,-771734,237.7794476149145,,,,
,,-772094,239.23120240300534,,,,
,,-773008,238.38507756925242,,,,
,,-773588,241.7410824819303,,,,
,,-774382,245.31805526765157,,,,
,,-774832,248.92347258064217,,,,
,,-775731,247.30321033010094,,,,
,,-776282,252.45553887568798,,,,
,,-777107,254.92704442683268,,,,
,,-777417,254.68956208931286,,,,
,,-778238,254.43210628699566,,,,
,,-778769,252.52125685420285,,,,
,,-779612,257.21033919112165,,,,
,,-779936,251.50919000069746,,,,
,,-780778,257.43630369580933,,,,
,,-781248,255.01817636257545,,,,
,,-782311,260.91815012089876,,,,
,,-783084,255.84554031289508,,,,
,,-783569,259.66462384723866,,,,
,,-784239,262.229808343788,,,,
,,-784613,264.34502908314164,,,,
,,-785405,269.3559592885488,,,,
,,-785853,265.99732874144445,,,,
,,-786529,257.19893666253785,,,,
,,-786741,257.0184549055622,,,,
,,-787544,238.64095357456617,,,,
,,-788003,235.48574308581584,,,,
,,-788689,227.37775029010015,,,,
,,-789106,230.55013467896873,,,,
,,-790080,224.68576227610308,,,,
,,-790667,214.45035139887406,,,,
,,-791569,213.35775959891657,,,,
,,-791902,218.39264166858874,,,,
,,-793172,208.7893628439667,,,,
,,-793737,204.61750641580798,,,,
,,-794902,198.79240364499174,,,,
,,-795428,197.90878630711256,,,,
,,-796731,200.48945586551156,,,,
,,-799286,198.68361088983107,,,,
,,-800922,198.6572141815183,,,,
,,-801759,202.64710592439062,,,,
,,-801975,202.92172318213744,,,,
,,-802059,207.49864546768262,,,,
,,-802572,204.86193803431442,,,,
,,-803182,202.2268391289192,,,,
,,-803718,207.28544010704545,,,,
,,1895,,3.04,,,
,,1860,,0.05,,,
,,1831,,-0.55,,,
,,1821,,-1.11,,,
,,1811,,0.38,,,
,,1790,,1.05,,,
,,1779,,0.28,,,
,,1769,,-0.72,,,
,,1759,,-1.23,,,
,,1749,,0.51,,,
,,1738,,-2.44,,,
,,1727,,0.42,,,
,,1717,,0.84,,,
,,1706,,0.71,,,
,,1684,,-0.14,,,
,,1673,,-1.41,,,
,,1661,,-0.34,,,
,,1649,,0.16,,,
,,1638,,-1.22,,,
,,1627,,-0.41,,,
,,1615,,-0.59,,,
,,1592,,-0.67,,,
,,1580,,-0.9,,,
,,1568,,-1.53,,,
,,1543,,-0.12,,,
,,1532,,0.21,,,
,,1520,,-1.73,,,
,,1508,,0.16,,,
,,1496,,0.14,,,
,,1484,,-0.56,,,
,,1472,,-0.8,,,
,,1460,,0.42,,,
,,1447,,-2.36,,,
,,1435,,-0.85,,,
,,1422,,-0.36,,,
,,1409,,1.26,,,
,,1396,,0.7,,,
,,1383,,-0.77,,,
,,1370,,1.4,,,
,,1357,,-0.87,,,
,,1344,,-0.81,,,
,,1318,,0.98,,,
,,1306,,0.27,,,
,,1292,,-0.96,,,
,,1264,,-0.63,,,
,,1250,,-0.49,,,
,,1235,,-0.96,,,
,,1221,,-1.44,,,
,,1206,,-0.91,,,
,,1192,,-0.1,,,
,,1178,,-0.16,,,
,,1165,,0.32,,,
,,1152,,0.03,,,
,,1138,,0.56,,,
,,1126,,0.94,-55.14999999999998,-0.14999999999997726,
,,1113,,1.17,-54.849999999999966,0.1500000000000341,
,,1101,,1.5,,,
,,1089,,-1.03,,,
,,1075,,0.59,,,
,,1061,,-1.41,,,
,,1047,,0.92,-57.14999999999998,-2.1499999999999773,
,,1033,,-1.03,,,
,,1019,,-0.67,,,
,,1004,,-0.55,,,
,,989,,-0.75,,,
,,975,,0.38,,,
,,960,,-0.4,,,
,,946,,-0.44,,,
,,932,,-0.95,,,
,,918,,0.14,,,
,,904,,0.99,,,
,,861,,-0.8,,,
,,847,,0.72,,,
,,832,,-0.54,,,
,,818,,1.55,,,
,,804,,-0.9,,,
,,790,,-0.34,,,
,,776,,0.93,,,
,,762,,1.03,,,
,,749,,0.88,,,
,,735,,-0.54,,,
,,721,,0.58,,,
,,707,,0.37,,,
,,692,,0.27,,,
,,678,,-0.16,,,
,,664,,-0.3,,,
,,649,,1.23,,,
,,635,,0.22,-56.04999999999998,-1.049999999999983,
,,620,,0.89,-54.54999999999998,0.45000000000001705,
,,606,,-0.17,,,
,,592,,1.55,,,
,,578,,0.89,,,
,,564,,-0.17,,,
,,550,,-0.02,,,
,,535,,-0.48,,,
,,519,,-0.7,,,
,,503,,-0.45,,,
,,487,,1.04,,,
,,472,,-0.93,,,
,,456,,-0.32,,,
,,441,,-0.54,,,
,,425,,-0.27,,,
,,410,,0.9,,,
,,394,,-0.92,,,
,,379,,0.04,,,
,,362,,0.24,,,
,,346,,-1.15,,,
,,330,,-0.84,,,
,,313,,0.73,,,
,,280,,0.42,,,
,,264,,0.35,,,
,,248,,-0.81,,,
,,231,,-0.56,,,
,,214,,-0.11,,,
,,196,,0.1,,,
,,180,,0.55,,,
,,163,,-1.41,,,
,,146,,0.25,,,
,,129,,-1.04,,,
,,111,,-0.99,,,
,,94,,0.35,,,
,,78,,-1.06,,,
,,62,,1.79,,,
,,45,,0.0,,,
,,28,,0.01,,,
,,12,,-0.38,,,
,,-5,,0.18,,,
,,-22,,-0.3,,,
,,-40,,-0.73,,,
,,-57,,-1.08,,,
,,-75,,-0.02,,,
,,-93,,-0.92,,,
,,-110,,1.62,,,
,,-128,,-0.7,,,
,,-145,,-0.74,,,
,,-162,,0.44,,,
,,-179,,-0.64,,,
,,-197,,-0.34,,,
,,-215,,-1.02,,,
,,-233,,-0.48,,,
,,-252,,-0.46,,,
,,-286,,0.86,,,
,,-303,,0.3,,,
,,-320,,-0.35,,,
,,-338,,0.17,,,
,,-356,,-2.05,,,
,,-376,,-1.41,,,
,,-396,,-0.63,-57.74999999999997,-2.7499999999999716,
,,-416,,-0.83,-57.14999999999998,-2.1499999999999773,
,,-435,,-0.94,,,
,,-454,,-1.97,,,
,,-473,,-0.78,,,
,,-493,,0.0,,,
,,-512,,-0.65,,,
,,-530,,-0.63,,,
,,-549,,0.16,,,
,,-567,,-0.45,,,
,,-585,,0.92,,,
,,-602,,-0.11,,,
,,-620,,0.51,,,
,,-639,,-0.77,,,
,,-657,,0.37,,,
,,-674,,0.85,,,
,,-691,,0.09,,,
,,-709,,-0.19,,,
,,-728,,-0.56,,,
,,-746,,-0.2,,,
,,-764,,-0.88,,,
,,-782,,1.29,,,
,,-800,,0.89,,,
,,-817,,0.81,,,
,,-834,,0.91,,,
,,-868,,1.32,,,
,,-885,,1.12,,,
,,-901,,1.12,,,
,,-919,,0.04,,,
,,-938,,-0.64,-54.54999999999998,0.45000000000001705,
,,-956,,-1.0,-55.64999999999998,-0.6499999999999773,
,,-974,,0.57,-56.349999999999966,-1.349999999999966,
,,-992,,0.29,-56.64999999999998,-1.6499999999999773,
,,-1011,,-0.34,-55.14999999999998,-0.14999999999997726,
,,-1030,,-0.91,,,
,,-1049,,-0.01,,,
,,-1068,,-0.51,,,
,,-1087,,0.1,,,
,,-1105,,0.15,,,
,,-1124,,-0.03,,,
,,-1142,,0.63,,,
,,-1178,,1.27,,,
,,-1196,,-1.46,,,
,,-1215,,-0.91,,,
,,-1235,,-1.3,,,
,,-1256,,0.62,,,
,,-1276,,-0.82,,,
,,-1296,,-1.76,,,
,,-1317,,0.47,,,
,,-1336,,-0.74,,,
,,-1356,,-1.05,,,
,,-1375,,0.7,,,
,,-1395,,-0.71,,,
,,-1415,,-1.44,,,
,,-1435,,-0.01,,,
,,-1455,,-0.28,,,
,,-1475,,-0.44,,,
,,-1495,,-0.18,,,
,,-1514,,-0.02,,,
,,-1533,,0.46,,,
,,-1553,,-1.04,,,
,,-1572,,1.35,,,
,,-1590,,0.15,,,
,,-1609,,-0.29,,,
,,-1628,,0.16,,,
,,-1648,,-0.67,,,
,,-1667,,0.92,,,
,,-1685,,0.77,,,
,,-1703,,0.17,,,
,,-1722,,0.62,,,
,,-1740,,1.03,,,
,,-1758,,-1.02,,,
,,-1777,,1.36,,,
,,-1795,,1.26,,,
